-13.289,-1.143
-13.414,-1.5168
-13.871,-1.9664
-13.975,-2.4165
-12.336,-2.4268
-12.562,-2.964
-12.908,-3.1421
-13.497,-4.1842
-14.268,-4.8572
-12.74,-4.3606
-12.319,-5.2981
-13.715,-6.2587
-12.152,-6.0806
-12.683,-6.7897
-11.27,-6.6103
-12.341,-7.7899
-10.624,-6.889
-12.182,-8.2572
-10.622,-9.6221
-9.7121,-11.872
-8.3598,-10.323
-7.5298,-11.844
-7.0632,-11.598
-7.3494,-13.211
-5.5008,-11.472
-5.6565,-11.898
-5.1872,-13.926
-3.7028,-12.595
-4.0716,-14.074
-0.68755,-14.611
-0.48442,-13.053
-0.10653,-13.792
-0.097517,-14.365
0.029306,-15.248
0.92466,-14.748
0.91356,-14.072
1.7472,-14.53
2.5093,-14.41
4.7475,-13.371
4.7596,-12.481
5.0732,-13.06
5.7148,-13.255
5.5074,-12.495
7.5855,-13.405
7.4486,-12.096
8.3659,-11.457
10.347,-10.951
10.927,-10.967
9.5025,-8.9679
11.276,-10.625
11.048,-10.356
9.3706,-8.3757
10.012,-8.3266
11.88,-8.8608
11.918,-8.3914
11.27,-7.873
12.341,-8.2429
11.409,-6.9241
13.493,-7.622
11.633,-6.3574
12.634,-6.3335
14.445,-4.4119
12.786,-3.5822
12.693,-3.164
12.525,-2.732
12.607,-2.6093
13.674,-2.264
13.56,-2.071
14.189,-1.8451
13.946,-1.0535
13.776,-0.89977
13.809,-0.48119
13.965,-0.38228
12.75,0.79837
12.643,1.0641
13.254,1.3179
14.773,1.8584
15.119,2.5921
14.643,2.9547
13.531,4.2102
13.227,4.4786
12.797,4.6351
11.708,5.0021
14.002,5.9832
13.308,6.4072
11.996,7.3414
12.655,7.7899
12.436,8.6872
10.539,7.6917
10.441,8.4793
9.9129,8.2103
9.224,8.7084
9.7372,9.9858
9.5193,9.9717
9.0009,9.4619
9.7032,10.591
9.0126,10.905
8.1649,10.44
7.7603,11.03
8.0455,11.937
6.7331,10.964
6.5667,10.941
5.6826,11.799
5.4188,11.582
5.8445,12.501
6.0321,13.35
5.8771,13.56
6.0708,14.099
5.1706,12.092
4.231,12.815
3.9255,12.233
2.9875,12.495
3.0246,13.574
1.9017,12.862
1.7171,14.104
1.4728,15.133
0.89926,14.304
0.60542,12.623
0.53554,13.535
0.2841,13.636
-0.25909,14.428
-0.91211,14.746
-0.9647,14.823
-1.594,14.655
-3.5516,12.344
-4.349,13.209
-6.2996,11.989
-6.631,12.229
-7.4609,12.749
-7.3592,10.172
-9.0216,12.317
-8.1006,9.7681
-9.6482,11.419
-9.9387,11.683
-9.1191,10.647
-9.7834,9.968
-10.568,10.245
-12.241,9.1731
-12.557,8.5154
-12.476,8.4405
-12.317,7.7301
-13.467,7.1456
