0.22854,-0.20433
-0.13532,0.19379
0.31533,-0.66242
0.65048,0.27736
-0.095511,0.38589
-0.38557,0.021663
0.35104,-0.1444
-0.099086,-0.35211
0.11496,-0.1169
-0.077369,0.68612
0.20134,-0.22592
0.19016,-0.77303
-0.72468,-0.24859
-0.39936,-0.18094
0.33919,0.13257
-0.73403,-0.13354
0.74224,-0.30471
-1.1161,-0.87653
-0.49549,0.27725
-0.25157,0.092747
-0.076856,-0.18775
0.58842,-0.58614
-0.54554,-0.12632
0.36864,0.45583
-0.81,0.22399
-0.32907,-0.12008
-0.7849,-0.15914
-0.35699,-0.31137
0.57746,0.46127
0.21194,-0.48787
1.5031,0.11626
1.2143,-0.039292
1.6919,0.14665
1.5155,-0.074692
1.2806,0.026594
1.9052,-0.69892
1.9194,0.039185
1.6397,0.32225
1.723,-0.75528
1.847,-0.39276
1.711,-0.61238
2.3244,-0.55328
1.9443,-0.11908
2.2111,-0.39667
2.1581,0.35978
1.9017,-0.17522
2.1768,-0.04617
2.7524,0.050212
1.1716,0.2752
2.2667,-0.43543
1.7356,0.32171
1.6029,-0.23234
2.0871,-0.46908
2.092,-0.023662
2.6962,0.1727
1.7496,0.35087
1.7996,0.42037
1.38,0.41585
2.1641,0.24163
1.831,0.29481
0.91346,-3.1539
0.26807,-2.6752
0.91648,-2.6394
1.7976,-4.5582
-0.41388,-4.6244
-0.031176,-4.7007
0.073235,-3.5816
0.18569,-2.4441
1.3545,-2.2517
1.4851,-2.7931
1.6267,-4.5636
0.22062,-3.5962
0.81088,-2.5817
0.67581,-4.6667
1.3793,-3.2129
3.7352,-1.9687
1.6474,-2.3212
0.72821,-5.4281
2.2306,-3.359
2.7567,-2.3925
1.9325,-3.8798
1.9673,-3.9338
1.2979,-3.5709
1.3573,-0.92055
0.84156,-3.941
2.4471,-4.2409
0.96134,-4.8573
1.3524,-2.9336
1.6263,-3.5044
1.6729,-4.0392
-0.8999,-4.113
1.8823,-1.8457
2.0116,-4.113
1.3835,-4.6974
1.6607,-3.0457
-0.67672,-3.8422
2.8005,-5.7028
0.27825,-5.2292
-0.15619,-5.3192
1.4064,-4.5298
1.1081,-2.8067
0.64637,-2.8096
0.76721,-3.8168
1.3763,-2.4223
0.62305,-1.688
-0.36867,-5.8371
1.2481,-6.0532
-2.1873,-3.6784
1.1257,-3.9609
0.60353,-3.0001
0.47474,-3.3696
0.53889,-4.033
2.9271,-1.4307
1.1984,-2.6241
2.3798,-5.2438
-1.6623,-2.196
1.0494,-5.0861
1.7595,-2.6952
3.0808,-3.7388
0.77016,-4.7527
-1.844,-4.2807
2.2517,-4.6889
1.2554,-5.1305
2.5945,-2.0939
0.051892,-4.6622
2.0634,-2.329
2.0043,-3.4707
1.3436,-2.9853
0.5269,-1.3497
-0.027152,-4.3122
1.0323,-3.4103
-0.19164,-4.9058
0.19262,-3.9057
0.97439,-4.9301
0.22251,-4.0224
-0.17327,-2.406
1.5665,-3.8845
2.7441,-2.2249
0.84787,-2.3704
