0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87
5170,5163,5156,5144,5124,5097,5066,5038,5009,4970,4936,4892,4852,4800,4750,4702,4640,4578,4507,4447,4379,4301,4199,4106,4012,3896,3802,3698,3587,3458,3349,3248,3139,3032,2935,2833,2743,2643,2561,2465,2393,2322,2243,2165,2085,1998,1933,1875,1821,1758,1697,1642,1580,1534,1480,1434,1397,1360,1331,1302,1280,1262,1248,1233,1220,1202,1190,1171,1158,1142,1132,1121,1106,1097,1086,1071,1054,1047,1039,1029,1020,998,986,976,960,946,935,925
5170,5160,5149,5132,5118,5106,5086,5065,5037,5006,4973,4937,4903,4868,4822,4766,4715,4654,4583,4531,4474,4422,4377,4332,4283,4223,4159,4104,4031,3965,3897,3839,3775,3714,3655,3605,3542,3483,3430,3376,3325,3277,3238,3201,3151,3099,3046,3002,2959,2913,2874,2810,2761,2712,2665,2606,2552,2512,2468,2416,2380,2348,2317,2285,2248,2218,2192,2165,2142,2115,2095,2078,2055,2024,2000,1971,1948,1926,1906,1879,1851,1831,1813,1796,1778,1753,1735,1720
5170,5161,5148,5128,5101,5070,5032,4991,4940,4892,4840,4778,4717,4660,4600,4535,4466,4405,4340,4268,4183,4095,4024,3942,3855,3776,3679,3599,3526,3450,3381,3308,3220,3122,3034,2965,2896,2833,2775,2709,2649,2572,2502,2439,2374,2303,2238,2182,2118,2071,2012,1960,1914,1863,1814,1772,1734,1697,1656,1618,1574,1539,1512,1483,1464,1438,1421,1404,1382,1362,1344,1316,1292,1269,1246,1228,1213,1191,1170,1152,1132,1114,1098,1077,1059,1040,1020,1006
5170,5160,5142,5113,5084,5042,5010,4969,4931,4872,4825,4761,4693,4631,4571,4495,4430,4350,4275,4209,4138,4061,3971,3881,3796,3698,3598,3502,3398,3292,3201,3098,2996,2896,2804,2708,2626,2526,2432,2350,2280,2187,2117,2032,1973,1906,1837,1787,1726,1671,1612,1567,1514,1465,1419,1370,1329,1293,1254,1221,1197,1172,1142,1116,1081,1057,1034,1021,1008,993,978,961,944,931,925,918,905,894,887,874,866,860,854,850,845,843,836,833
5170,5164,5149,5131,5113,5085,5062,5035,5003,4973,4948,4916,4885,4859,4836,4806,4764,4731,4684,4630,4586,4533,4486,4427,4377,4327,4280,4225,4177,4114,4059,3999,3935,3884,3821,3772,3722,3659,3616,3564,3512,3468,3413,3369,3321,3273,3227,3176,3116,3060,2986,2920,2863,2798,2740,2688,2630,2576,2525,2475,2418,2367,2320,2275,2215,2162,2106,2050,1998,1954,1916,1869,1821,1770,1724,1676,1632,1588,1555,1519,1482,1454,1421,1395,1367,1339,1309,1287
5170,5164,5155,5140,5118,5096,5068,5047,5018,4994,4960,4919,4870,4823,4771,4721,4665,4606,4534,4473,4415,4336,4257,4179,4085,4004,3913,3810,3706,3604,3482,3375,3276,3186,3101,3034,2963,2898,2826,2752,2684,2620,2555,2496,2428,2370,2305,2243,2173,2107,2053,1995,1944,1898,1854,1818,1776,1734,1689,1641,1591,1534,1494,1454,1405,1361,1331,1305,1275,1253,1234,1216,1199,1190,1172,1155,1136,1119,1096,1078,1057,1039,1022,1005,989,977,968,956
5170,5159,5145,5123,5099,5067,5028,4994,4959,4912,4865,4817,4765,4703,4639,4561,4488,4415,4339,4268,4198,4132,4059,3985,3915,3841,3766,3680,3593,3500,3393,3305,3204,3093,3000,2900,2801,2694,2581,2475,2377,2288,2200,2116,2035,1953,1860,1794,1718,1647,1572,1495,1424,1351,1279,1216,1152,1094,1048,1005,961,927,894,862,826,804,783,762,748,736,728,719,716,711,702,697,692,687,681,674,671,667,663,658,656,654,653,653
5170,5162,5151,5125,5100,5066,5027,4985,4936,4897,4842,4777,4704,4620,4533,4446,4345,4237,4129,4028,3921,3831,3733,3646,3557,3459,3372,3288,3217,3129,3050,2971,2893,2802,2723,2651,2579,2530,2468,2410,2354,2290,2236,2184,2130,2089,2024,1973,1927,1873,1825,1781,1726,1663,1618,1556,1506,1460,1409,1364,1313,1282,1250,1217,1192,1170,1148,1124,1111,1089,1074,1056,1040,1020,996,975,953,931,904,887,862,847,835,823,808,793,783,774
5170,5163,5148,5136,5112,5079,5045,5001,4946,4901,4846,4785,4725,4658,4588,4510,4430,4356,4279,4184,4104,4023,3919,3839,3749,3656,3545,3444,3344,3241,3142,3033,2920,2831,2738,2652,2568,2473,2403,2323,2235,2153,2081,1994,1908,1832,1754,1684,1602,1529,1454,1387,1326,1263,1206,1163,1126,1097,1067,1047,1026,1008,983,963,935,917,898,881,862,847,833,824,814,802,794,781,773,766,761,759,752,746,744,742,739,737,734,732
5170,5164,5153,5136,5120,5105,5087,5066,5041,5013,4979,4937,4886,4833,4779,4734,4678,4622,4562,4489,4419,4364,4308,4224,4161,4084,4000,3899,3792,3690,3589,3494,3408,3307,3205,3123,3048,2948,2860,2768,2690,2614,2535,2463,2402,2331,2265,2200,2135,2071,2002,1953,1895,1835,1793,1738,1703,1675,1631,1598,1567,1543,1514,1489,1468,1446,1425,1404,1376,1356,1337,1316,1303,1288,1272,1253,1240,1226,1213,1198,1187,1178,1171,1166,1160,1156,1150,1144
5170,5161,5146,5130,5099,5069,5025,4981,4937,4890,4838,4799,4740,4682,4618,4568,4505,4443,4383,4325,4269,4204,4131,4072,4021,3965,3906,3840,3776,3707,3632,3562,3491,3406,3314,3228,3156,3056,2960,2853,2740,2634,2515,2415,2339,2242,2155,2069,1980,1897,1816,1737,1659,1571,1502,1427,1333,1260,1193,1133,1083,1043,1003,966,937,908,889,866,848,839,826,811,801,785,772,762,753,741,727,720,715,710,702,695,686,680,669,662
5170,5160,5151,5134,5110,5083,5036,4993,4945,4895,4842,4787,4730,4669,4600,4537,4465,4392,4310,4233,4162,4080,3997,3903,3824,3745,3656,3571,3486,3396,3301,3198,3104,3005,2900,2799,2691,2589,2482,2374,2274,2182,2091,1995,1894,1795,1713,1641,1573,1503,1440,1392,1339,1292,1253,1214,1169,1142,1113,1075,1048,1023,991,971,947,916,889,869,846,825,808,792,782,770,757,751,743,737,729,723,721,715,712,709,709,708,707,707
5170,5166,5153,5135,5112,5086,5053,5014,4972,4919,4870,4813,4749,4687,4622,4564,4510,4445,4386,4317,4235,4164,4093,4022,3943,3862,3795,3714,3622,3541,3442,3365,3289,3195,3103,2993,2899,2789,2680,2585,2495,2386,2292,2188,2106,2017,1940,1859,1777,1697,1610,1531,1473,1413,1346,1289,1241,1206,1168,1139,1100,1064,1034,996,963,935,907,881,856,839,820,806,793,782,772,764,753,744,737,725,715,707,698,695,691,688,685,683
5170,5160,5152,5142,5129,5116,5099,5080,5058,5028,4990,4944,4892,4846,4800,4749,4695,4647,4598,4552,4491,4434,4370,4293,4220,4130,4052,3986,3907,3839,3773,3684,3597,3498,3403,3300,3211,3106,3015,2931,2862,2803,2746,2671,2602,2533,2462,2397,2326,2248,2186,2128,2073,2020,1973,1921,1871,1810,1758,1702,1648,1582,1537,1484,1428,1392,1347,1300,1264,1219,1179,1141,1099,1065,1021,978,936,900,869,840,812,790,768,747,730,712,697,683
5170,5161,5148,5126,5110,5086,5063,5033,4987,4943,4884,4809,4745,4667,4605,4537,4443,4352,4251,4140,4041,3925,3822,3701,3596,3496,3397,3292,3186,3082,2953,2846,2732,2648,2568,2487,2402,2330,2255,2193,2134,2093,2049,2004,1959,1924,1885,1840,1800,1758,1720,1672,1635,1591,1542,1499,1458,1418,1372,1337,1299,1256,1199,1150,1101,1044,998,947,908,864,840,816,791,774,762,748,734,727,718,708,703,698,691,688,686,685,681,678
5170,5159,5143,5123,5100,5075,5043,5007,4959,4920,4864,4815,4767,4718,4681,4633,4570,4504,4444,4371,4297,4233,4156,4073,3990,3893,3794,3712,3619,3533,3447,3369,3299,3216,3135,3057,2989,2910,2830,2767,2692,2605,2525,2434,2349,2264,2177,2095,2032,1978,1919,1858,1810,1758,1699,1657,1612,1573,1517,1467,1420,1378,1333,1294,1251,1215,1179,1143,1112,1079,1050,1025,1003,991,975,960,943,928,916,906,891,881,871,858,848,830,821,814
