-1.8264,2.4538
-1.8435,1.4664
-2.2507,2.2977
-1.2598,-1.626
-1.2065,-2.0812
-1.8838,2.5022
-0.35227,3.4801
-2.4699,1.7959
-0.78835,-0.18585
-3.8353,3.7
0.083936,5.4329
-0.31058,-1.316
-0.83561,0.80949
-1.4968,4.227
1.2242,-2.3388
-2.1079,0.96001
-0.89606,-1.4295
-2.0982,1.692
-0.070582,4.2408
-1.4897,1.753
-3.476,-2.7811
-1.2133,1.5148
-1.6106,-2.474
-0.75092,-1.3784
-2.1661,3.7203
-0.056901,0.20605
-0.88709,3.9999
-2.7828,-0.55972
-1.298,1.2065
0.859,-4.2603
-0.038167,-1.6495
-2.5642,2.5002
-1.9094,-1.4511
-2.9916,0.30207
-1.589,3.6763
-1.1403,-1.6701
0.17671,2.4082
-0.53244,-0.63677
-2.8562,0.94385
-1.8427,2.78
-1.7243,-1.8493
-2.1771,-1.5029
-0.86172,0.78509
-1.7615,-1.6005
-0.98237,3.2952
-1.9157,3.5849
-1.3164,1.4021
-2.3403,-0.51232
-1.2331,0.99992
-2.838,1.3428
-1.8959,-1.266
0.27813,-3.1306
-1.8074,-1.7836
-0.94358,1.1601
0.023763,-2.0349
-1.3131,1.9076
0.24872,-2.1744
-2.8946,-0.57345
0.78449,-3.1743
-0.47272,4.4672
-2.4157,0.69563
-2.1653,0.7395
1.1102,-2.2929
-0.60714,3.0926
-2.1031,1.7098
-0.81095,-2.5882
-0.11954,-3.0768
-0.44309,1.4892
-2.0845,3.2441
0.34124,4.9457
2.0585,6.3642
-2.2161,2.6505
-0.39447,0.077264
-1.2424,2.2247
0.25549,-2.9361
-2.5199,-0.84326
-2.5592,0.24803
-1.0488,1.7314
-2.3872,2.5458
-1.1362,2.1335
-3.3673,0.65428
-0.13236,4.7182
-1.5954,0.56082
-3.1002,2.3545
-0.60209,-0.41152
1.9152,5.1911
-1.4443,3.9534
-0.37913,-2.4794
-1.8524,1.4139
-1.2024,3.4624
-3.1569,1.8071
-1.1364,-2.4904
-1.927,2.1934
-1.6472,4.1666
-4.3215,-0.23921
-2.3569,-0.059595
-1.955,-1.0506
-2.0939,-0.89494
-1.1633,4.0914
-1.6864,0.36326
15.722,12.236
16.957,11.194
17.027,8.2197
14.892,15.363
13.084,-0.83218
17.486,8.9284
15.988,4.8817
13.141,-0.56945
15.943,18.401
16.098,15.512
16.472,12.316
13.724,22.032
6.4549,27.274
13.026,22.443
14.74,16.597
15.915,12.158
11.156,-6.2448
16.58,7.1446
13.166,-3.939
14.931,3.9749
16.186,15.327
9.1007,24.763
3.7651,-12.596
12.984,-2.3189
16.385,9.8545
4.9249,30.086
7.9921,-11.042
16.379,7.6122
15.743,7.9656
11.455,23.206
16.483,11.335
14.818,3.2731
12.542,-3.7144
14.461,2.1072
14.761,22.135
14.401,15.756
15.629,5.6176
10.436,-5.9681
13.482,20.565
14.384,4.5735
15.907,13.752
13.489,15.515
14.461,18.645
15.33,9.6371
9.7308,26.252
15.544,9.2475
14.699,18.6
15.855,9.9823
10.763,-6.8027
13.954,2.1047
15.012,6.297
16.493,15.317
13.983,0.59944
16.453,9.1416
12.81,20.353
15.97,4.3012
15.515,7.1267
15.971,7.23
11.983,23.505
11.876,22.587
15.985,8.5932
11.614,-4.7161
16.126,14.807
13.846,19.487
12.061,-1.7455
14.101,-4.463
16.385,11.782
16.633,7.9517
14.34,9.4564
14.494,0.73825
16.171,13.837
14.071,9.6587
14.544,5.2385
12.17,24.484
3.3321,33.687
16.153,11.128
15.185,8.7424
16.391,5.987
13.693,2.6816
